date,VWC5,EV24,FG,Q,rd,SQ,TN,TX,UG,LAI,Crop,BOFEK,VWC5_lag,VWC5_lag3,VWC5_lag40,EV24_lag,FG_lag,Q_lag,rd_lag,SQ_lag,TN_lag,TX_lag,UG_lag,LAI_lag,DOY,year,date_encoded,VWC5_lag_imputed,VWC5_lag3_imputed,VWC5_lag40_imputed,rd_imputed,rd_lag_imputed
2017-01-04,0.3152,0.32,445.55,2.66,2.8,2.76,0.63,6.57,83.87,2.075,potato,317,0.2968,0.2856,0.2733,0.21,454.44,1.94,2.2,1.31,-1.42,5.21,90.87,2.05,4,2017,369,0.2968,0.2856,0.2733,2.8,2.2
2017-01-05,0.3087,0.44,194.3,4.39,0.0,6.39,-6.65,2.25,82.11,2.1,potato,317,0.3152,0.3074,0.2695,0.32,445.55,2.66,2.8,2.76,0.63,6.57,83.87,2.075,5,2017,370,0.3152,0.3074,0.2695,0.0,2.8
2017-01-06,0.2349,0.47,184.92,5.29,1.7,6.58,-8.08,-0.85,79.66,2.125,potato,317,0.3087,0.2968,0.2683,0.44,194.3,4.39,0.0,6.39,-6.65,2.25,82.11,2.1,6,2017,371,0.3087,0.2968,0.2683,1.7,0.0
2017-01-07,0.1889,0.1,328.97,0.8,1.6,0.0,-3.1,0.76,93.05,2.15,potato,317,0.2349,0.3152,0.2662,0.47,184.92,5.29,1.7,6.58,-8.08,-0.85,79.66,2.125,7,2017,372,0.2349,0.3152,0.2662,1.6,1.7
2017-01-08,0.276,0.19,123.63,1.42,0.1,0.0,0.7,4.49,98.42,2.175,potato,317,0.1889,0.3087,0.2579,0.1,328.97,0.8,1.6,0.0,-3.1,0.76,93.05,2.15,8,2017,373,0.1889,0.3087,0.2579,0.1,1.6
2017-01-09,0.3147,0.19,331.89,1.68,6.4,0.33,1.88,5.56,94.21,2.2,potato,317,0.276,0.2349,0.2303,0.19,123.63,1.42,0.1,0.0,0.7,4.49,98.42,2.175,9,2017,374,0.276,0.2349,0.2303,6.4,0.1
2017-01-10,0.3295,0.22,284.9,1.77,0.2,1.13,2.11,6.04,94.29,2.125,potato,317,0.3147,0.1889,0.2555,0.19,331.89,1.68,6.4,0.33,1.88,5.56,94.21,2.2,10,2017,375,0.3147,0.1889,0.2555,0.2,6.4
2017-01-11,0.316,0.17,572.54,1.22,1.1,0.89,4.71,9.7,82.01,2.05,potato,317,0.3295,0.276,0.2584,0.22,284.9,1.77,0.2,1.13,2.11,6.04,94.29,2.125,11,2017,376,0.3295,0.276,0.2584,1.1,0.2
2017-01-12,0.3202,0.39,469.35,2.88,27.2,2.26,1.2,7.15,82.21,1.975,potato,317,0.316,0.3147,0.2586,0.17,572.54,1.22,1.1,0.89,4.71,9.7,82.01,2.05,12,2017,377,0.316,0.3147,0.2586,27.2,1.1
2017-01-13,0.3579,0.38,468.25,3.37,5.5,3.63,0.09,4.27,88.54,1.9,potato,317,0.3202,0.3295,0.2497,0.39,469.35,2.88,27.2,2.26,1.2,7.15,82.21,1.975,13,2017,378,0.3202,0.3295,0.2497,5.5,27.2
2017-01-14,0.3297,0.3,335.17,2.67,5.2,2.24,-0.58,4.17,87.79,1.825,potato,317,0.3579,0.316,0.2348,0.38,468.25,3.37,5.5,3.63,0.09,4.27,88.54,1.9,14,2017,379,0.3579,0.316,0.2348,5.2,5.5
2017-01-15,0.3064,0.4,170.91,4.07,0.0,3.87,-3.26,2.64,95.17,1.75,potato,317,0.3297,0.3202,0.2203,0.3,335.17,2.67,5.2,2.24,-0.58,4.17,87.79,1.825,15,2017,380,0.3297,0.3202,0.2203,0.0,5.2
2017-01-16,0.299,0.11,156.7,1.21,0.0,0.47,-4.81,-0.3,95.55,1.675,potato,317,0.3064,0.3579,0.2356,0.4,170.91,4.07,0.0,3.87,-3.26,2.64,95.17,1.75,16,2017,381,0.3064,0.3579,0.2356,0.0,0.0
2017-01-17,0.2641,0.48,174.18,4.68,0.0,5.4,-4.85,-0.58,88.61,1.6,potato,317,0.299,0.3297,0.2493,0.11,156.7,1.21,0.0,0.47,-4.81,-0.3,95.55,1.675,17,2017,382,0.299,0.3297,0.2493,0.0,0.0
2017-01-18,0.2425,0.3,166.3,3.12,0.0,2.94,-5.66,-1.29,91.16,1.4125,potato,317,0.2641,0.3064,0.2505,0.48,174.18,4.68,0.0,5.4,-4.85,-0.58,88.61,1.6,18,2017,383,0.2641,0.3064,0.2505,0.0,0.0
2017-01-19,0.1705,0.6,118.13,6.27,0.0,7.05,-6.44,2.69,82.35,1.225,potato,317,0.2425,0.299,0.2544,0.3,166.3,3.12,0.0,2.94,-5.66,-1.29,91.16,1.4125,19,2017,384,0.2425,0.299,0.2544,0.0,0.0
2017-01-20,0.1319,0.5,151.55,4.68,0.0,6.23,-6.77,3.69,73.97,1.0375,potato,317,0.1705,0.2641,0.2993,0.6,118.13,6.27,0.0,7.05,-6.44,2.69,82.35,1.225,20,2017,385,0.1705,0.2641,0.2993,0.0,0.0
2017-01-21,0.1258,0.58,191.06,5.6,0.0,7.56,-5.58,4.16,81.36,0.85,potato,317,0.1319,0.2425,0.293,0.5,151.55,4.68,0.0,6.23,-6.77,3.69,73.97,1.0375,21,2017,386,0.1319,0.2425,0.293,0.0,0.0
2017-01-22,0.1049,0.56,66.72,6.03,0.0,7.38,-8.58,3.04,85.75,0.6625,potato,317,0.1258,0.1705,0.2956,0.58,191.06,5.6,0.0,7.56,-5.58,4.16,81.36,0.85,22,2017,387,0.1258,0.1705,0.2956,0.0,0.0
2017-01-23,0.1077,0.17,137.21,1.53,0.5,0.06,-5.38,0.98,89.66,0.475,potato,317,0.1049,0.1319,0.2949,0.56,66.72,6.03,0.0,7.38,-8.58,3.04,85.75,0.6625,23,2017,388,0.1049,0.1319,0.2949,0.5,0.0
2017-01-24,0.1412,0.17,130.95,1.54,0.0,0.0,-0.44,1.53,96.39,0.2875,potato,317,0.1077,0.1258,0.2868,0.17,137.21,1.53,0.5,0.06,-5.38,0.98,89.66,0.475,24,2017,389,0.1077,0.1258,0.2868,0.0,0.5
2017-01-25,0.1623,0.29,189.79,3.0,0.0,2.56,-5.3,-0.13,84.56,0.1,potato,317,0.1412,0.1049,0.2803,0.17,130.95,1.54,0.0,0.0,-0.44,1.53,96.39,0.2875,25,2017,390,0.1412,0.1049,0.2803,0.0,0.0
2017-01-26,0.1073,0.6,216.14,6.24,0.0,7.51,-5.78,1.47,77.46,0.1625,potato,317,0.1623,0.1077,0.287,0.29,189.79,3.0,0.0,2.56,-5.3,-0.13,84.56,0.1,26,2017,391,0.1623,0.1077,0.287,0.0,0.0
2017-01-27,0.1045,0.5,281.19,4.14,0.0,5.01,-4.6,6.43,68.94,0.225,potato,317,0.1073,0.1412,0.2879,0.6,216.14,6.24,0.0,7.51,-5.78,1.47,77.46,0.1625,27,2017,392,0.1073,0.1412,0.2879,0.0,0.0
2017-01-28,0.1363,0.52,290.6,4.33,0.8,4.37,1.11,9.44,68.8,0.2875,potato,317,0.1045,0.1623,0.282,0.5,281.19,4.14,0.0,5.01,-4.6,6.43,68.94,0.225,28,2017,393,0.1045,0.1623,0.282,0.8,0.0
2017-01-29,0.2724,0.43,368.27,3.43,8.1,2.86,2.87,7.18,87.24,0.35,potato,317,0.1363,0.1073,0.277,0.52,290.6,4.33,0.8,4.37,1.11,9.44,68.8,0.2875,29,2017,394,0.1363,0.1073,0.277,8.1,0.8
2017-01-30,0.3488,0.12,365.13,1.08,0.8,0.05,2.43,7.53,94.03,0.4125,potato,317,0.2724,0.1045,0.2741,0.43,368.27,3.43,8.1,2.86,2.87,7.18,87.24,0.35,30,2017,395,0.2724,0.1045,0.2741,0.8,8.1
2017-01-31,0.3264,0.22,145.17,1.78,0.0,0.29,2.07,4.52,87.71,0.475,potato,317,0.3488,0.1363,0.3325,0.12,365.13,1.08,0.8,0.05,2.43,7.53,94.03,0.4125,31,2017,396,0.3488,0.1363,0.3325,0.0,0.8
2017-02-01,0.3166,0.46,333.41,3.76,1.0,2.43,0.16,5.92,83.5,0.5375,potato,317,0.3264,0.2724,0.3064,0.22,145.17,1.78,0.0,0.29,2.07,4.52,87.71,0.475,32,2017,397,0.3264,0.2724,0.3064,1.0,0.0
2017-02-02,0.3122,0.71,330.34,5.03,0.7,4.55,4.92,12.5,84.26,0.6,potato,317,0.3166,0.3488,0.3035,0.46,333.41,3.76,1.0,2.43,0.16,5.92,83.5,0.5375,33,2017,398,0.3166,0.3488,0.3035,0.7,1.0
2017-02-03,0.3071,0.43,293.98,2.99,0.6,1.05,5.48,11.63,83.13,0.6125,potato,317,0.3122,0.3264,0.3109,0.71,330.34,5.03,0.7,4.55,4.92,12.5,84.26,0.6,34,2017,399,0.3122,0.3264,0.3109,0.6,0.7
2017-02-04,0.312,0.33,281.42,2.55,6.2,0.73,2.89,7.88,89.93,0.625,potato,317,0.3071,0.3166,0.3147,0.43,293.98,2.99,0.6,1.05,5.48,11.63,83.13,0.6125,35,2017,400,0.3071,0.3166,0.3147,6.2,0.6
2017-02-05,0.3202,0.71,232.1,5.67,0.0,5.93,0.96,8.82,87.25,0.6375,potato,317,0.312,0.3122,0.3024,0.33,281.42,2.55,6.2,0.73,2.89,7.88,89.93,0.625,36,2017,401,0.312,0.3122,0.3024,0.0,6.2
2017-02-06,0.3087,0.46,154.57,3.96,0.2,1.87,-0.16,7.42,87.03,0.65,potato,317,0.3202,0.3071,0.2931,0.71,232.1,5.67,0.0,5.93,0.96,8.82,87.25,0.6375,37,2017,402,0.3202,0.3071,0.2931,0.2,0.0
2017-02-07,0.3097,0.2,317.36,1.55,3.3,0.0,1.78,4.4,93.18,0.6625,potato,317,0.3087,0.312,0.2869,0.46,154.57,3.96,0.2,1.87,-0.16,7.42,87.03,0.65,38,2017,403,0.3087,0.312,0.2869,3.3,0.2
2017-02-08,0.3142,0.22,340.65,1.88,0.0,0.0,-0.52,2.45,89.93,0.675,potato,317,0.3097,0.3202,0.2718,0.2,317.36,1.55,3.3,0.0,1.78,4.4,93.18,0.6625,39,2017,404,0.3097,0.3202,0.2718,0.0,3.3
2017-02-09,0.302,0.28,342.06,2.43,0.0,0.37,-2.96,0.66,82.69,0.6875,potato,317,0.3142,0.3087,0.2743,0.22,340.65,1.88,0.0,0.0,-0.52,2.45,89.93,0.675,40,2017,405,0.3142,0.3087,0.2743,0.0,0.0
2017-02-10,0.2773,0.16,333.47,1.53,1.9,0.0,-3.34,-0.35,82.61,0.7,potato,317,0.302,0.3097,0.2856,0.28,342.06,2.43,0.0,0.37,-2.96,0.66,82.69,0.6875,41,2017,406,0.302,0.3097,0.2856,1.9,0.0
2017-02-11,0.2803,0.23,301.36,2.22,7.6,0.25,-1.41,1.52,90.88,0.6375,potato,317,0.2773,0.3142,0.3074,0.16,333.47,1.53,1.9,0.0,-3.34,-0.35,82.61,0.7,42,2017,407,0.2773,0.3142,0.3074,7.6,1.9
2017-02-12,0.3241,0.53,399.58,4.24,0.0,2.94,-0.04,5.01,85.54,0.575,potato,317,0.2803,0.302,0.2968,0.23,301.36,2.22,7.6,0.25,-1.41,1.52,90.88,0.6375,43,2017,408,0.2803,0.302,0.2968,0.0,7.6
2017-02-13,0.3125,0.99,440.58,8.38,0.0,8.71,-1.07,8.39,74.86,0.5125,potato,317,0.3241,0.2773,0.3152,0.53,399.58,4.24,0.0,2.94,-0.04,5.01,85.54,0.575,44,2017,409,0.3241,0.2773,0.3152,0.0,0.0
2017-02-14,0.3015,1.02,254.39,8.63,0.0,8.78,-1.58,9.92,70.02,0.45,potato,317,0.3125,0.2803,0.3087,0.99,440.58,8.38,0.0,8.71,-1.07,8.39,74.86,0.5125,45,2017,410,0.3125,0.2803,0.3087,0.0,0.0
2017-02-15,0.2954,1.08,192.84,8.49,0.0,8.41,-1.38,14.97,73.37,0.3875,potato,317,0.3015,0.3241,0.2349,1.02,254.39,8.63,0.0,8.78,-1.58,9.92,70.02,0.45,46,2017,411,0.3015,0.3241,0.2349,0.0,0.0
2017-02-16,0.2921,0.69,255.63,5.14,0.7,3.24,3.14,10.89,90.0,0.325,potato,317,0.2954,0.3125,0.1889,1.08,192.84,8.49,0.0,8.41,-1.38,14.97,73.37,0.3875,47,2017,412,0.2954,0.3125,0.1889,0.7,0.0
2017-02-17,0.2901,0.35,283.05,2.66,0.4,0.59,3.1,9.14,92.07,0.2625,potato,317,0.2921,0.3015,0.276,0.69,255.63,5.14,0.7,3.24,3.14,10.89,90.0,0.325,48,2017,413,0.2921,0.3015,0.276,0.4,0.7
2017-02-18,0.2864,0.8,148.71,6.17,0.0,3.89,1.09,10.42,84.4,0.2,potato,317,0.2901,0.2954,0.3147,0.35,283.05,2.66,0.4,0.59,3.1,9.14,92.07,0.2625,49,2017,414,0.2901,0.2954,0.3147,0.0,0.4
2017-02-19,0.2854,0.26,305.74,2.03,1.1,0.26,0.67,7.61,91.3,0.2125,potato,317,0.2864,0.2921,0.3295,0.8,148.71,6.17,0.0,3.89,1.09,10.42,84.4,0.2,50,2017,415,0.2864,0.2921,0.3295,1.1,0.0
2017-02-20,0.2927,0.21,471.11,1.54,6.0,0.0,6.74,11.1,95.1,0.225,potato,317,0.2854,0.2901,0.316,0.26,305.74,2.03,1.1,0.26,0.67,7.61,91.3,0.2125,51,2017,416,0.2854,0.2901,0.316,6.0,1.1
2017-02-21,0.3132,1.14,390.53,8.05,4.1,6.31,7.54,12.23,83.41,0.2375,potato,317,0.2927,0.2864,0.3202,0.21,471.11,1.54,6.0,0.0,6.74,11.1,95.1,0.225,52,2017,417,0.2927,0.2864,0.3202,4.1,6.0
2017-02-22,0.3307,0.18,630.76,1.2,30.6,0.0,8.39,11.15,91.68,0.25,potato,317,0.3132,0.2854,0.3579,1.14,390.53,8.05,4.1,6.31,7.54,12.23,83.41,0.2375,53,2017,418,0.3132,0.2854,0.3579,30.6,4.1
2017-02-23,0.3424,0.37,817.51,2.45,7.1,0.97,4.02,10.86,83.6,0.2625,potato,317,0.3307,0.2927,0.3297,0.18,630.76,1.2,30.6,0.0,8.39,11.15,91.68,0.25,54,2017,419,0.3307,0.2927,0.3297,7.1,30.6
2017-02-24,0.3268,0.91,335.38,7.36,0.4,5.92,-1.39,8.04,80.82,0.275,potato,317,0.3424,0.3132,0.3064,0.37,817.51,2.45,7.1,0.97,4.02,10.86,83.6,0.2625,55,2017,420,0.3424,0.3132,0.3064,0.4,7.1
2017-02-25,0.3037,0.6,444.11,4.85,0.7,3.13,-0.38,8.07,77.63,0.2875,potato,317,0.3268,0.3307,0.299,0.91,335.38,7.36,0.4,5.92,-1.39,8.04,80.82,0.275,56,2017,421,0.3268,0.3307,0.299,0.7,0.4
2017-02-26,0.2946,0.43,502.66,2.98,0.2,0.12,6.45,10.66,80.67,0.3,potato,317,0.3037,0.3424,0.2641,0.6,444.11,4.85,0.7,3.13,-0.38,8.07,77.63,0.2875,57,2017,422,0.3037,0.3424,0.2641,0.2,0.7
2017-02-27,0.2988,0.44,594.94,3.16,7.0,0.43,5.78,12.11,74.76,0.375,potato,317,0.2946,0.3268,0.2425,0.43,502.66,2.98,0.2,0.12,6.45,10.66,80.67,0.3,58,2017,423,0.2946,0.3268,0.2425,7.0,0.2
2017-02-28,0.3159,0.61,561.56,4.88,5.8,1.77,1.84,9.21,79.24,0.45,potato,317,0.2988,0.3037,0.1705,0.44,594.94,3.16,7.0,0.43,5.78,12.11,74.76,0.375,59,2017,424,0.2988,0.3037,0.1705,5.8,7.0
2017-03-01,0.3195,0.73,384.37,5.74,3.2,2.31,2.24,9.39,86.55,0.525,potato,317,0.3159,0.2946,0.1319,0.61,561.56,4.88,5.8,1.77,1.84,9.21,79.24,0.45,60,2017,425,0.3159,0.2946,0.1319,3.2,5.8
2017-03-02,0.3176,0.48,605.28,3.53,1.4,0.71,3.15,8.31,74.44,0.6,potato,317,0.3195,0.2988,0.1258,0.73,384.37,5.74,3.2,2.31,2.24,9.39,86.55,0.525,61,2017,426,0.3195,0.2988,0.1258,1.4,3.2
2017-03-03,0.3041,0.71,301.71,5.36,0.4,1.98,0.62,10.24,73.06,0.675,potato,317,0.3176,0.3159,0.1049,0.48,605.28,3.53,1.4,0.71,3.15,8.31,74.44,0.6,62,2017,427,0.3176,0.3159,0.1049,0.4,1.4
2017-03-04,0.3014,0.75,289.45,5.07,13.1,0.93,6.17,14.36,77.6,0.75,potato,317,0.3041,0.3195,0.1077,0.71,301.71,5.36,0.4,1.98,0.62,10.24,73.06,0.675,63,2017,428,0.3041,0.3195,0.1077,13.1,0.4
2017-03-05,0.3297,1.01,485.98,7.49,7.9,4.37,4.59,10.9,82.19,0.825,potato,317,0.3014,0.3176,0.1412,0.75,289.45,5.07,13.1,0.93,6.17,14.36,77.6,0.75,64,2017,429,0.3014,0.3176,0.1412,7.9,13.1
2017-03-06,0.3252,0.65,226.07,4.98,2.0,1.95,3.86,8.7,88.6,0.9,potato,317,0.3297,0.3041,0.1623,1.01,485.98,7.49,7.9,4.37,4.59,10.9,82.19,0.825,65,2017,430,0.3297,0.3041,0.1623,2.0,7.9
2017-03-07,0.3121,0.66,215.28,5.0,1.8,2.03,0.7,9.78,87.71,0.925,potato,317,0.3252,0.3014,0.1073,0.65,226.07,4.98,2.0,1.95,3.86,8.7,88.6,0.9,66,2017,431,0.3252,0.3014,0.1073,1.8,2.0
2017-03-08,0.3306,0.2,374.67,1.6,15.1,0.0,1.2,10.23,93.49,0.95,potato,317,0.3121,0.3297,0.1045,0.66,215.28,5.0,1.8,2.03,0.7,9.78,87.71,0.925,67,2017,432,0.3121,0.3297,0.1045,15.1,1.8
2017-03-09,0.3185,0.69,372.6,5.0,0.5,2.68,3.95,13.17,85.71,0.975,potato,317,0.3306,0.3252,0.1363,0.2,374.67,1.6,15.1,0.0,1.2,10.23,93.49,0.95,68,2017,433,0.3306,0.3252,0.1363,0.5,15.1
2017-03-10,0.2998,1.65,135.42,12.46,0.0,8.73,-0.05,11.92,78.02,1.0,potato,317,0.3185,0.3121,0.2724,0.69,372.6,5.0,0.5,2.68,3.95,13.17,85.71,0.975,69,2017,434,0.3185,0.3121,0.2724,0.0,0.5
2017-03-11,0.2894,1.28,175.3,9.38,0.0,6.03,1.29,12.99,69.46,1.025,potato,317,0.2998,0.3306,0.3488,1.65,135.42,12.46,0.0,8.73,-0.05,11.92,78.02,1.0,70,2017,435,0.2998,0.3306,0.3488,0.0,0.0
2017-03-12,0.2812,1.88,290.05,13.24,0.0,9.0,2.92,14.91,59.4,1.05,potato,317,0.2894,0.3185,0.3264,1.28,175.3,9.38,0.0,6.03,1.29,12.99,69.46,1.025,71,2017,436,0.2894,0.3185,0.3264,0.0,0.0
2017-03-13,0.2748,1.4,195.35,10.28,0.0,5.65,0.96,14.87,72.22,1.075,potato,317,0.2812,0.2998,0.3166,1.88,290.05,13.24,0.0,9.0,2.92,14.91,59.4,1.05,72,2017,437,0.2812,0.2998,0.3166,0.0,0.0
2017-03-14,0.2701,1.75,320.95,12.36,0.0,7.06,2.98,16.13,81.42,1.1,potato,317,0.2748,0.2894,0.3122,1.4,195.35,10.28,0.0,5.65,0.96,14.87,72.22,1.075,73,2017,438,0.2748,0.2894,0.3122,0.0,0.0
2017-03-15,0.2658,1.81,169.35,12.85,0.0,7.02,1.73,14.87,77.18,1.1875,potato,317,0.2701,0.2812,0.3071,1.75,320.95,12.36,0.0,7.06,2.98,16.13,81.42,1.1,74,2017,439,0.2701,0.2812,0.3071,0.0,0.0
2017-03-16,0.2612,2.08,194.23,14.69,0.0,10.61,-0.11,17.22,74.29,1.275,potato,317,0.2658,0.2748,0.312,1.81,169.35,12.85,0.0,7.02,1.73,14.87,77.18,1.1875,75,2017,440,0.2658,0.2748,0.312,0.0,0.0
2017-03-17,0.2573,1.22,454.46,8.5,8.3,4.13,6.01,10.81,67.5,1.3625,potato,317,0.2612,0.2701,0.3202,2.08,194.23,14.69,0.0,10.61,-0.11,17.22,74.29,1.275,76,2017,441,0.2612,0.2701,0.3202,8.3,0.0
2017-03-18,0.3069,0.49,457.08,3.24,9.8,0.09,6.41,12.56,93.22,1.45,potato,317,0.2573,0.2658,0.3087,1.22,454.46,8.5,8.3,4.13,6.01,10.81,67.5,1.3625,77,2017,442,0.2573,0.2658,0.3087,9.8,8.3
2017-03-19,0.3209,0.5,574.32,3.25,1.2,0.06,9.38,12.92,85.93,1.5375,potato,317,0.3069,0.2612,0.3097,0.49,457.08,3.24,9.8,0.09,6.41,12.56,93.22,1.45,78,2017,443,0.3069,0.2612,0.3097,1.2,9.8
2017-03-20,0.3148,0.53,584.95,3.59,3.5,0.11,9.17,12.07,86.1,1.625,potato,317,0.3209,0.2573,0.3142,0.5,574.32,3.25,1.2,0.06,9.38,12.92,85.93,1.5375,79,2017,444,0.3209,0.2573,0.3142,3.5,1.2
2017-03-21,0.3231,1.56,382.3,11.51,0.3,6.67,1.59,11.12,72.59,1.7125,potato,317,0.3148,0.3069,0.302,0.53,584.95,3.59,3.5,0.11,9.17,12.07,86.1,1.625,80,2017,445,0.3148,0.3069,0.302,0.3,3.5
2017-03-22,0.3007,1.97,266.43,14.97,0.0,9.13,-0.93,12.44,67.71,1.8,potato,317,0.3231,0.3209,0.2773,1.56,382.3,11.51,0.3,6.67,1.59,11.12,72.59,1.7125,81,2017,446,0.3231,0.3209,0.2773,0.0,0.3
2017-03-23,0.2865,2.23,365.75,15.83,0.0,9.52,1.31,14.37,72.26,1.825,potato,317,0.3007,0.3148,0.2803,1.97,266.43,14.97,0.0,9.13,-0.93,12.44,67.71,1.8,82,2017,447,0.3007,0.3148,0.2803,0.0,0.0
2017-03-24,0.2766,2.21,418.17,15.42,0.0,9.51,4.03,14.07,68.57,1.85,potato,317,0.2865,0.3231,0.3241,2.23,365.75,15.83,0.0,9.52,1.31,14.37,72.26,1.825,83,2017,448,0.2865,0.3231,0.3241,0.0,0.0
2017-03-25,0.2692,2.41,414.0,17.15,0.0,10.97,1.89,15.32,57.62,1.875,potato,317,0.2766,0.3007,0.3125,2.21,418.17,15.42,0.0,9.51,4.03,14.07,68.57,1.85,84,2017,449,0.2766,0.3007,0.3125,0.0,0.0
2017-03-26,0.2627,2.22,304.53,15.62,0.0,8.09,2.7,14.34,74.56,1.9,potato,317,0.2692,0.2865,0.3015,2.41,414.0,17.15,0.0,10.97,1.89,15.32,57.62,1.875,85,2017,450,0.2692,0.2865,0.3015,0.0,0.0
2017-03-27,0.2567,2.67,225.42,18.41,0.0,11.63,1.58,17.82,61.88,1.925,potato,317,0.2627,0.2766,0.2954,2.22,304.53,15.62,0.0,8.09,2.7,14.34,74.56,1.9,86,2017,451,0.2627,0.2766,0.2954,0.0,0.0
2017-03-28,0.2498,2.65,236.23,17.28,0.0,11.27,1.5,19.89,63.77,1.95,potato,317,0.2567,0.2692,0.2921,2.67,225.42,18.41,0.0,11.63,1.58,17.82,61.88,1.925,87,2017,452,0.2567,0.2692,0.2921,0.0,0.0
2017-03-29,0.2441,1.03,372.83,6.59,0.0,1.33,8.6,16.02,77.08,1.975,potato,317,0.2498,0.2627,0.2901,2.65,236.23,17.28,0.0,11.27,1.5,19.89,63.77,1.95,88,2017,453,0.2498,0.2627,0.2901,0.0,0.0
2017-03-30,0.2379,2.66,313.45,15.84,0.0,8.53,10.7,22.29,63.23,2.0,potato,317,0.2441,0.2567,0.2864,1.03,372.83,6.59,0.0,1.33,8.6,16.02,77.08,1.975,89,2017,454,0.2441,0.2567,0.2864,0.0,0.0
2017-03-31,0.2275,2.44,306.13,14.52,0.2,6.65,9.13,23.46,66.85,1.8875,potato,317,0.2379,0.2498,0.2854,2.66,313.45,15.84,0.0,8.53,10.7,22.29,63.23,2.0,90,2017,455,0.2379,0.2498,0.2854,0.2,0.0
2017-04-01,0.2213,0.98,185.89,6.43,1.1,0.68,7.33,14.92,88.75,1.775,potato,317,0.2275,0.2441,0.2927,2.44,306.13,14.52,0.2,6.65,9.13,23.46,66.85,1.8875,91,2017,456,0.2275,0.2441,0.2927,1.1,0.2
2017-04-02,0.2212,2.36,219.48,15.85,0.0,8.67,5.12,17.86,80.61,1.6625,potato,317,0.2213,0.2379,0.3132,0.98,185.89,6.43,1.1,0.68,7.33,14.92,88.75,1.775,92,2017,457,0.2213,0.2379,0.3132,0.0,1.1
2017-04-03,0.2158,1.86,115.95,13.19,0.0,5.81,3.46,15.22,84.5,1.55,potato,317,0.2212,0.2275,0.3307,2.36,219.48,15.85,0.0,8.67,5.12,17.86,80.61,1.6625,93,2017,458,0.2212,0.2275,0.3307,0.0,0.0
2017-04-04,0.2091,2.24,143.93,15.16,0.0,8.96,1.86,17.0,72.38,1.4375,potato,317,0.2158,0.2213,0.3424,1.86,115.95,13.19,0.0,5.81,3.46,15.22,84.5,1.55,94,2017,459,0.2158,0.2213,0.3424,0.0,0.0
2017-04-05,0.2032,1.47,302.05,10.43,0.0,2.12,4.08,14.09,78.44,1.325,potato,317,0.2091,0.2212,0.3268,2.24,143.93,15.16,0.0,8.96,1.86,17.0,72.38,1.4375,95,2017,460,0.2091,0.2212,0.3268,0.0,0.0
2017-04-06,0.1998,1.04,241.75,7.5,0.0,1.62,3.07,11.05,77.74,1.2125,potato,317,0.2032,0.2158,0.3037,1.47,302.05,10.43,0.0,2.12,4.08,14.09,78.44,1.325,96,2017,461,0.2032,0.2158,0.3037,0.0,0.0
2017-04-07,0.1978,1.18,242.15,8.22,0.0,1.28,2.42,14.24,74.9,1.1,potato,317,0.1998,0.2091,0.2946,1.04,241.75,7.5,0.0,1.62,3.07,11.05,77.74,1.2125,97,2017,462,0.1998,0.2091,0.2946,0.0,0.0
2017-04-08,0.1956,1.9,119.94,13.05,0.0,4.79,3.05,14.92,72.99,1.1125,potato,317,0.1978,0.2032,0.2988,1.18,242.15,8.22,0.0,1.28,2.42,14.24,74.9,1.1,98,2017,463,0.1978,0.2032,0.2988,0.0,0.0
2017-04-09,0.1892,3.22,129.14,20.77,0.0,11.93,0.57,22.61,64.8,1.125,potato,317,0.1956,0.1998,0.3159,1.9,119.94,13.05,0.0,4.79,3.05,14.92,72.99,1.1125,99,2017,464,0.1956,0.1998,0.3159,0.0,0.0
2017-04-10,0.1832,1.75,341.09,11.96,0.0,4.29,3.66,14.63,69.29,1.1375,potato,317,0.1892,0.1978,0.3195,3.22,129.14,20.77,0.0,11.93,0.57,22.61,64.8,1.125,100,2017,465,0.1892,0.1978,0.3195,0.0,0.0
2017-04-11,0.1798,1.82,295.78,12.92,0.0,5.71,1.31,15.28,71.9,1.15,potato,317,0.1832,0.1956,0.3176,1.75,341.09,11.96,0.0,4.29,3.66,14.63,69.29,1.1375,101,2017,466,0.1832,0.1956,0.3176,0.0,0.0
2017-04-12,0.1772,0.97,454.76,6.78,1.7,0.42,6.26,12.68,79.04,1.1625,potato,317,0.1798,0.1892,0.3041,1.82,295.78,12.92,0.0,5.71,1.31,15.28,71.9,1.15,102,2017,467,0.1798,0.1892,0.3041,1.7,0.0
2017-04-13,0.178,1.85,335.77,13.03,0.0,4.85,1.52,13.83,76.35,1.175,potato,317,0.1772,0.1832,0.3014,0.97,454.76,6.78,1.7,0.42,6.26,12.68,79.04,1.1625,103,2017,468,0.1772,0.1832,0.3014,0.0,1.7
2017-04-14,0.1761,0.73,259.75,5.3,1.1,0.33,1.71,11.9,76.78,1.1875,potato,317,0.178,0.1798,0.3297,1.85,335.77,13.03,0.0,4.85,1.52,13.83,76.35,1.175,104,2017,469,0.178,0.1798,0.3297,1.1,0.0
2017-04-15,0.1769,1.58,434.46,10.96,0.6,3.99,4.58,13.01,72.22,1.2,potato,317,0.1761,0.1772,0.3252,0.73,259.75,5.3,1.1,0.33,1.71,11.9,76.78,1.1875,105,2017,470,0.1761,0.1772,0.3252,0.6,1.1
