date,VWC5,EV24,FG,Q,rd,SQ,TN,TX,UG,LAI,Crop,BOFEK,VWC5_lag,VWC5_lag3,VWC5_lag40,EV24_lag,FG_lag,Q_lag,rd_lag,SQ_lag,TN_lag,TX_lag,UG_lag,LAI_lag,DOY,year,date_encoded,VWC5_imputed,VWC5_lag_imputed,VWC5_lag3_imputed,VWC5_lag40_imputed,rd_imputed,rd_lag_imputed
2017-09-10,0.3547,2.22,474.82,13.9,1.6,8.02,7.85,18.25,80.58,1.25,grass,409,0.351,0.3035,,1.67,275.26,10.56,2.0,4.17,9.16,17.92,89.44,1.1375,253,2017,618,0.3547,0.351,0.3035,0.1399,1.6,2.0
2017-09-11,0.3474,1.77,638.99,10.78,3.3,5.67,12.22,18.55,78.91,1.3625,grass,409,0.3547,0.311,,2.22,474.82,13.9,1.6,8.02,7.85,18.25,80.58,1.25,254,2017,619,0.3474,0.3547,0.311,0.1395,3.3,1.6
2017-09-12,0.3331,2.25,472.99,13.95,8.5,9.12,11.52,17.99,79.42,1.475,grass,409,0.3474,0.351,,1.77,638.99,10.78,3.3,5.67,12.22,18.55,78.91,1.3625,255,2017,620,0.3331,0.3474,0.351,0.1394,8.5,3.3
2017-09-13,0.3404,1.94,719.23,12.05,14.3,5.86,11.07,18.63,78.5,1.5875,grass,409,0.3331,0.3547,,2.25,472.99,13.95,8.5,9.12,11.52,17.99,79.42,1.475,256,2017,621,0.3404,0.3331,0.3547,0.1397,14.3,8.5
2017-09-14,0.3447,1.11,486.64,7.53,14.4,2.2,9.13,14.52,91.61,1.7,grass,409,0.3404,0.3474,,1.94,719.23,12.05,14.3,5.86,11.07,18.63,78.5,1.5875,257,2017,622,0.3447,0.3404,0.3474,0.1403,14.4,14.3
2017-09-15,0.3448,1.72,298.36,11.41,2.1,5.52,7.31,16.19,88.45,1.75,grass,409,0.3447,0.3331,,1.11,486.64,7.53,14.4,2.2,9.13,14.52,91.61,1.7,258,2017,623,0.3448,0.3447,0.3331,0.1412,2.1,14.4
2017-09-16,0.344,1.47,210.18,9.84,0.0,4.11,6.91,14.79,90.07,1.8,grass,409,0.3448,0.3404,,1.72,298.36,11.41,2.1,5.52,7.31,16.19,88.45,1.75,259,2017,624,0.344,0.3448,0.3404,0.1424,0.0,2.1
2017-09-17,0.3376,2.05,123.43,13.62,0.8,7.39,4.97,16.96,85.1,1.85,grass,409,0.344,0.3447,0.2096,1.47,210.18,9.84,0.0,4.11,6.91,14.79,90.07,1.8,260,2017,625,0.3376,0.344,0.3447,0.2096,0.8,0.0
2017-09-18,0.3349,1.2,237.65,7.95,11.9,2.58,8.0,15.64,91.83,1.9,grass,409,0.3376,0.3448,0.2105,2.05,123.43,13.62,0.8,7.39,4.97,16.96,85.1,1.85,261,2017,626,0.3349,0.3376,0.3448,0.2105,11.9,0.8
2017-09-19,0.3436,1.38,155.19,8.94,0.0,3.42,8.03,16.38,91.39,1.95,grass,409,0.3349,0.344,0.2093,1.2,237.65,7.95,11.9,2.58,8.0,15.64,91.83,1.9,262,2017,627,0.3436,0.3349,0.344,0.2093,0.0,11.9
2017-09-20,0.3346,1.66,232.28,10.72,0.0,4.86,7.91,17.59,85.0,2.0,grass,409,0.3436,0.3376,0.2545,1.38,155.19,8.94,0.0,3.42,8.03,16.38,91.39,1.95,263,2017,628,0.3346,0.3436,0.3376,0.2545,0.0,0.0
2017-09-21,0.3292,2.12,195.58,13.5,0.0,9.97,8.31,18.91,80.0,2.05,grass,409,0.3346,0.3349,0.252,1.66,232.28,10.72,0.0,4.86,7.91,17.59,85.0,2.0,264,2017,629,0.3292,0.3346,0.3349,0.252,0.0,0.0
2017-09-22,0.3257,1.6,128.14,10.11,0.3,4.25,6.28,19.91,85.86,2.1,grass,409,0.3292,0.3436,0.2556,2.12,195.58,13.5,0.0,9.97,8.31,18.91,80.0,2.05,265,2017,630,0.3257,0.3292,0.3436,0.2556,0.3,0.0
2017-09-23,0.3241,2.07,86.73,13.67,0.0,7.93,5.41,18.32,85.09,1.9625,grass,409,0.3257,0.3346,0.2535,1.6,128.14,10.11,0.3,4.25,6.28,19.91,85.86,2.1,266,2017,631,0.3241,0.3257,0.3346,0.2535,0.0,0.3
2017-09-24,0.3218,2.11,159.41,13.37,0.0,8.67,5.44,19.87,86.04,1.825,grass,409,0.3241,0.3292,0.2501,2.07,86.73,13.67,0.0,7.93,5.41,18.32,85.09,1.9625,267,2017,632,0.3218,0.3241,0.3292,0.2501,0.0,0.0
2017-09-25,0.3201,1.39,202.62,8.74,0.0,2.83,8.69,18.72,89.12,1.6875,grass,409,0.3218,0.3257,0.2586,2.11,159.41,13.37,0.0,8.67,5.44,19.87,86.04,1.825,268,2017,633,0.3201,0.3218,0.3257,0.2586,0.0,0.0
2017-09-26,0.3284,1.31,193.63,8.19,0.0,3.06,9.17,18.06,92.86,1.55,grass,409,0.3201,0.3241,0.2633,1.39,202.62,8.74,0.0,2.83,8.69,18.72,89.12,1.6875,269,2017,634,0.3284,0.3201,0.3241,0.2633,0.0,0.0
2017-09-27,0.3391,1.97,190.45,11.91,2.5,7.17,7.79,21.22,83.39,1.4125,grass,409,0.3284,0.3218,0.2753,1.31,193.63,8.19,0.0,3.06,9.17,18.06,92.86,1.55,270,2017,635,0.3391,0.3284,0.3218,0.2753,2.5,0.0
2017-09-28,0.3424,1.29,196.01,7.33,2.0,2.28,12.65,20.67,89.9,1.275,grass,409,0.3391,0.3201,0.2954,1.97,190.45,11.91,2.5,7.17,7.79,21.22,83.39,1.4125,271,2017,636,0.3424,0.3391,0.3201,0.2954,2.0,2.5
2017-09-29,0.3489,1.87,213.33,10.57,10.1,5.43,13.05,23.12,88.25,1.1375,grass,409,0.3424,0.3284,0.2859,1.29,196.01,7.33,2.0,2.28,12.65,20.67,89.9,1.275,272,2017,637,0.3489,0.3424,0.3284,0.2859,10.1,2.0
2017-09-30,0.3491,0.46,160.1,2.94,6.5,0.81,8.29,16.2,95.82,1.0,grass,409,0.3489,0.3391,0.2829,1.87,213.33,10.57,10.1,5.43,13.05,23.12,88.25,1.1375,273,2017,638,0.3491,0.3489,0.3391,0.2829,6.5,10.1
2017-10-01,0.3495,1.52,402.71,9.37,0.6,4.51,9.01,18.59,78.09,1.1125,grass,409,0.3491,0.3424,0.2788,0.46,160.1,2.94,6.5,0.81,8.29,16.2,95.82,1.0,274,2017,639,0.3495,0.3491,0.3424,0.2788,0.6,6.5
2017-10-02,0.3481,1.34,530.32,8.07,1.1,3.73,12.66,18.83,78.49,1.225,grass,409,0.3495,0.3489,0.2755,1.52,402.71,9.37,0.6,4.51,9.01,18.59,78.09,1.1125,275,2017,640,0.3481,0.3495,0.3489,0.2755,1.1,0.6
2017-10-03,0.3466,1.55,370.44,9.81,0.6,6.77,10.24,16.01,80.6,1.3375,grass,409,0.3481,0.3491,0.2701,1.34,530.32,8.07,1.1,3.73,12.66,18.83,78.49,1.225,276,2017,641,0.3466,0.3481,0.3491,0.2701,0.6,1.1
2017-10-04,0.3448,0.93,475.35,5.93,9.6,0.86,9.89,14.61,76.8,1.45,grass,409,0.3466,0.3495,0.2611,1.55,370.44,9.81,0.6,6.77,10.24,16.01,80.6,1.3375,277,2017,642,0.3448,0.3466,0.3495,0.2611,9.6,0.6
2017-10-05,0.3461,1.2,568.65,7.66,3.0,5.28,7.07,15.65,83.2,1.5625,grass,409,0.3448,0.3481,0.2522,0.93,475.35,5.93,9.6,0.86,9.89,14.61,76.8,1.45,278,2017,643,0.3461,0.3448,0.3481,0.2522,3.0,9.6
2017-10-06,0.3481,1.45,361.51,9.51,2.7,6.09,6.58,14.82,86.6,1.675,grass,409,0.3461,0.3466,0.239,1.2,568.65,7.66,3.0,5.28,7.07,15.65,83.2,1.5625,279,2017,644,0.3481,0.3461,0.3466,0.239,2.7,3.0
2017-10-07,0.3481,0.33,473.91,2.13,10.4,0.0,9.42,12.83,90.11,1.7875,grass,409,0.3481,0.3448,0.2299,1.45,361.51,9.51,2.7,6.09,6.58,14.82,86.6,1.675,280,2017,645,0.3481,0.3481,0.3448,0.2299,10.4,2.7
2017-10-08,0.3483,0.95,206.3,6.28,0.5,3.67,6.83,14.95,89.54,1.9,grass,409,0.3481,0.3461,0.2267,0.33,473.91,2.13,10.4,0.0,9.42,12.83,90.11,1.7875,281,2017,646,0.3483,0.3481,0.3461,0.2267,0.5,10.4
2017-10-09,0.3484,0.59,209.81,3.67,1.8,0.1,5.95,14.53,93.14,1.8375,grass,409,0.3483,0.3481,0.2348,0.95,206.3,6.28,0.5,3.67,6.83,14.95,89.54,1.9,282,2017,647,0.3484,0.3483,0.3481,0.2348,1.8,0.5
2017-10-10,0.3483,0.76,390.01,4.57,0.6,1.61,12.14,15.86,88.82,1.775,grass,409,0.3484,0.3481,0.2601,0.59,209.81,3.67,1.8,0.1,5.95,14.53,93.14,1.8375,283,2017,648,0.3483,0.3484,0.3481,0.2601,0.6,1.8
2017-10-11,0.3479,0.6,518.68,3.69,0.6,0.06,13.13,15.91,79.13,1.7125,grass,409,0.3483,0.3483,0.2728,0.76,390.01,4.57,0.6,1.61,12.14,15.86,88.82,1.775,284,2017,649,0.3479,0.3483,0.3483,0.2728,0.6,0.6
2017-10-12,0.3474,1.23,386.58,7.76,0.1,4.75,8.95,16.06,80.39,1.65,grass,409,0.3479,0.3484,0.3166,0.6,518.68,3.69,0.6,0.06,13.13,15.91,79.13,1.7125,285,2017,650,0.3474,0.3479,0.3484,0.3166,0.1,0.6
2017-10-13,0.3465,1.23,301.77,7.48,0.0,4.29,8.77,19.56,86.99,1.5875,grass,409,0.3474,0.3483,0.2932,1.23,386.58,7.76,0.1,4.75,8.95,16.06,80.39,1.65,286,2017,651,0.3465,0.3474,0.3483,0.2932,0.0,0.1
2017-10-14,0.3457,1.75,244.16,10.47,0.0,9.18,10.62,21.17,88.34,1.525,grass,409,0.3465,0.3479,0.2886,1.23,301.77,7.48,0.0,4.29,8.77,19.56,86.99,1.5875,287,2017,652,0.3457,0.3465,0.3479,0.2886,0.0,0.0
2017-10-15,0.3451,1.74,248.81,10.33,0.0,9.42,9.28,22.93,81.26,1.4625,grass,409,0.3457,0.3474,0.2892,1.75,244.16,10.47,0.0,9.18,10.62,21.17,88.34,1.525,288,2017,653,0.3451,0.3457,0.3474,0.2892,0.0,0.0
2017-10-16,0.3443,1.64,276.64,9.15,0.0,8.0,13.72,24.52,77.02,1.4,grass,409,0.3451,0.3465,0.3137,1.74,248.81,10.33,0.0,9.42,9.28,22.93,81.26,1.4625,289,2017,654,0.3443,0.3451,0.3465,0.3137,0.0,0.0
2017-10-17,0.3432,0.77,208.06,4.79,0.0,0.34,9.68,16.87,87.29,1.375,grass,409,0.3443,0.3457,0.3035,1.64,276.64,9.15,0.0,8.0,13.72,24.52,77.02,1.4,290,2017,655,0.3432,0.3443,0.3457,0.3035,0.0,0.0
2017-10-18,0.3426,1.37,143.17,8.49,0.0,6.69,9.98,19.45,89.28,1.35,grass,409,0.3432,0.3451,0.311,0.77,208.06,4.79,0.0,0.34,9.68,16.87,87.29,1.375,291,2017,656,0.3426,0.3432,0.3451,0.311,0.0,0.0
2017-10-19,0.34,1.4,241.75,8.44,0.6,8.43,10.02,20.9,80.72,1.325,grass,409,0.3426,0.3443,0.351,1.37,143.17,8.49,0.0,6.69,9.98,19.45,89.28,1.35,292,2017,657,0.34,0.3426,0.3443,0.351,0.6,0.0
2017-10-20,0.342,0.67,524.19,4.25,1.4,2.25,10.11,17.07,79.24,1.3,grass,409,0.34,0.3432,0.3547,1.4,241.75,8.44,0.6,8.43,10.02,20.9,80.72,1.325,293,2017,658,0.342,0.34,0.3432,0.3547,1.4,0.6
2017-10-21,0.3424,0.87,421.73,5.41,6.1,4.5,9.51,17.86,78.56,1.275,grass,409,0.342,0.3426,0.3474,0.67,524.19,4.25,1.4,2.25,10.11,17.07,79.24,1.3,294,2017,659,0.3424,0.342,0.3426,0.3474,6.1,1.4
2017-10-22,0.3495,0.62,516.66,4.2,4.6,1.68,9.14,12.4,88.25,1.25,grass,409,0.3424,0.34,0.3331,0.87,421.73,5.41,6.1,4.5,9.51,17.86,78.56,1.275,295,2017,660,0.3495,0.3424,0.34,0.3331,4.6,6.1
2017-10-23,0.3556,0.86,374.44,5.59,0.9,4.16,8.52,15.63,84.56,1.225,grass,409,0.3495,0.342,0.3404,0.62,516.66,4.2,4.6,1.68,9.14,12.4,88.25,1.25,296,2017,661,0.3556,0.3495,0.342,0.3404,0.9,4.6
2017-10-24,0.3557,0.3,397.96,1.8,0.3,0.0,12.62,16.68,94.83,1.2,grass,409,0.3556,0.3424,0.3447,0.86,374.44,5.59,0.9,4.16,8.52,15.63,84.56,1.225,297,2017,662,0.3557,0.3556,0.3424,0.3447,0.3,0.9
2017-10-25,0.3557,0.39,367.17,2.41,0.3,1.08,10.03,16.48,90.91,1.3875,grass,409,0.3557,0.3495,0.3448,0.3,397.96,1.8,0.3,0.0,12.62,16.68,94.83,1.2,298,2017,663,0.3557,0.3557,0.3495,0.3448,0.3,0.3
2017-10-26,0.3554,0.71,249.35,4.51,0.0,1.96,11.28,16.81,91.59,1.575,grass,409,0.3557,0.3556,0.344,0.39,367.17,2.41,0.3,1.08,10.03,16.48,90.91,1.3875,299,2017,664,0.3554,0.3557,0.3556,0.344,0.0,0.3
2017-10-27,0.3508,1.06,311.16,7.02,0.0,7.12,8.01,14.42,80.88,1.7625,grass,409,0.3554,0.3557,0.3376,0.71,249.35,4.51,0.0,1.96,11.28,16.81,91.59,1.575,300,2017,665,0.3508,0.3554,0.3557,0.3376,0.0,0.0
2017-10-28,0.3491,0.38,538.42,2.6,7.9,0.0,7.76,14.55,86.97,1.95,grass,409,0.3508,0.3557,0.3349,1.06,311.16,7.02,0.0,7.12,8.01,14.42,80.88,1.7625,301,2017,666,0.3491,0.3508,0.3557,0.3349,7.9,0.0
2017-10-29,0.3543,0.91,518.71,6.27,0.3,6.04,5.13,14.41,76.37,2.1375,grass,409,0.3491,0.3554,0.3436,0.38,538.42,2.6,7.9,0.0,7.76,14.55,86.97,1.95,302,2017,667,0.3543,0.3491,0.3554,0.3436,0.3,7.9
2017-10-30,0.3552,0.95,215.33,7.12,0.0,7.42,3.29,11.76,82.41,2.325,grass,409,0.3543,0.3508,0.3346,0.91,518.71,6.27,0.3,6.04,5.13,14.41,76.37,2.1375,303,2017,668,0.3552,0.3543,0.3508,0.3346,0.0,0.3
2017-10-31,0.3545,0.39,341.38,2.51,0.1,0.0,6.59,10.86,85.48,2.5125,grass,409,0.3552,0.3491,0.3292,0.95,215.33,7.12,0.0,7.42,3.29,11.76,82.41,2.325,304,2017,669,0.3545,0.3552,0.3491,0.3292,0.1,0.0
2017-11-01,0.3514,0.71,329.09,4.79,0.0,3.31,9.05,13.92,81.99,2.7,grass,409,0.3545,0.3543,0.3257,0.39,341.38,2.51,0.1,0.0,6.59,10.86,85.48,2.5125,305,2017,670,0.3514,0.3545,0.3543,0.3257,0.0,0.1
2017-11-02,0.3501,0.52,251.23,3.54,1.0,1.89,4.95,12.91,89.11,2.375,grass,409,0.3514,0.3552,0.3241,0.71,329.09,4.79,0.0,3.31,9.05,13.92,81.99,2.7,306,2017,671,0.3501,0.3514,0.3552,0.3241,1.0,0.0
2017-11-03,0.3512,0.49,170.71,3.47,0.0,1.7,4.74,12.67,94.58,2.05,grass,409,0.3501,0.3545,0.3218,0.52,251.23,3.54,1.0,1.89,4.95,12.91,89.11,2.375,307,2017,672,0.3512,0.3501,0.3545,0.3218,0.0,1.0
2017-11-04,0.3516,0.77,302.4,5.18,7.3,4.29,5.15,14.73,90.11,1.725,grass,409,0.3512,0.3514,0.3201,0.49,170.71,3.47,0.0,1.7,4.74,12.67,94.58,2.05,308,2017,673,0.3516,0.3512,0.3514,0.3201,7.3,0.0
2017-11-05,0.3562,0.64,231.74,4.65,1.1,4.15,1.87,11.32,90.36,1.4,grass,409,0.3516,0.3501,0.3284,0.77,302.4,5.18,7.3,4.29,5.15,14.73,90.11,1.725,309,2017,674,0.3562,0.3516,0.3501,0.3284,1.1,7.3
2017-11-06,0.3579,0.9,119.97,6.42,0.0,7.12,-0.55,10.69,89.26,1.075,grass,409,0.3562,0.3512,0.3391,0.64,231.74,4.65,1.1,4.15,1.87,11.32,90.36,1.4,310,2017,675,0.3579,0.3562,0.3512,0.3391,0.0,1.1
2017-11-07,0.358,0.63,121.6,5.78,0.1,6.53,-2.02,8.27,93.04,0.75,grass,409,0.3579,0.3516,0.3424,0.9,119.97,6.42,0.0,7.12,-0.55,10.69,89.26,1.075,311,2017,676,0.358,0.3579,0.3516,0.3424,0.1,0.0
2017-11-08,0.3574,0.17,153.65,1.31,0.0,0.0,3.91,7.49,95.95,0.425,grass,409,0.358,0.3562,0.3489,0.63,121.6,5.78,0.1,6.53,-2.02,8.27,93.04,0.75,312,2017,677,0.3574,0.358,0.3562,0.3489,0.0,0.1
2017-11-09,0.3543,0.49,315.85,3.39,0.2,1.7,5.68,9.95,90.74,0.1,grass,409,0.3574,0.3579,0.3491,0.17,153.65,1.31,0.0,0.0,3.91,7.49,95.95,0.425,313,2017,678,0.3543,0.3574,0.3579,0.3491,0.2,0.0
2017-11-10,0.3526,0.36,459.77,2.7,1.7,2.38,3.53,11.65,86.67,0.375,grass,409,0.3543,0.358,0.3495,0.49,315.85,3.39,0.2,1.7,5.68,9.95,90.74,0.1,314,2017,679,0.3526,0.3543,0.358,0.3495,1.7,0.2
2017-11-11,0.3547,0.25,299.34,2.06,1.3,0.72,2.8,8.51,92.67,0.65,grass,409,0.3526,0.3574,0.3481,0.36,459.77,2.7,1.7,2.38,3.53,11.65,86.67,0.375,315,2017,680,0.3547,0.3526,0.3574,0.3481,1.3,1.7
2017-11-12,0.3585,0.38,233.3,2.83,2.4,2.19,2.17,6.29,93.64,0.925,grass,409,0.3547,0.3543,0.3466,0.25,299.34,2.06,1.3,0.72,2.8,8.51,92.67,0.65,316,2017,681,0.3585,0.3547,0.3543,0.3466,2.4,1.3
2017-11-13,0.3595,0.72,242.09,5.69,0.0,7.07,-0.28,9.94,87.69,1.2,grass,409,0.3585,0.3526,0.3448,0.38,233.3,2.83,2.4,2.19,2.17,6.29,93.64,0.925,317,2017,682,0.3595,0.3585,0.3526,0.3448,0.0,2.4
2017-11-14,0.3592,0.38,361.3,2.89,0.4,0.72,-0.2,8.96,89.74,1.475,grass,409,0.3595,0.3547,0.3461,0.72,242.09,5.69,0.0,7.07,-0.28,9.94,87.69,1.2,318,2017,683,0.3592,0.3595,0.3547,0.3461,0.4,0.0
2017-11-15,0.3585,0.19,242.91,1.36,0.4,0.0,7.69,9.47,97.02,1.75,grass,409,0.3592,0.3585,0.3481,0.38,361.3,2.89,0.4,0.72,-0.2,8.96,89.74,1.475,319,2017,684,0.3585,0.3592,0.3585,0.3481,0.4,0.4
2017-11-16,0.3584,0.16,262.66,1.12,1.8,0.13,7.41,9.93,96.7,2.025,grass,409,0.3585,0.3595,0.3481,0.19,242.91,1.36,0.4,0.0,7.69,9.47,97.02,1.75,320,2017,685,0.3584,0.3585,0.3595,0.3481,1.8,0.4
2017-11-17,0.3591,0.6,151.95,4.85,0.2,5.69,0.22,10.27,86.89,2.3,grass,409,0.3584,0.3592,0.3483,0.16,262.66,1.12,1.8,0.13,7.41,9.93,96.7,2.025,321,2017,686,0.3591,0.3584,0.3592,0.3483,0.2,1.8
2017-11-18,0.359,0.39,394.06,2.83,3.8,1.07,2.78,8.35,86.85,2.225,grass,409,0.3591,0.3585,0.3484,0.6,151.95,4.85,0.2,5.69,0.22,10.27,86.89,2.3,322,2017,687,0.359,0.3591,0.3585,0.3484,3.8,0.2
2017-11-19,0.36,0.6,355.41,4.39,2.3,5.35,1.83,9.3,86.21,2.15,grass,409,0.359,0.3584,0.3483,0.39,394.06,2.83,3.8,1.07,2.78,8.35,86.85,2.225,323,2017,688,0.36,0.359,0.3584,0.3483,2.3,3.8
2017-11-20,0.3605,0.1,413.48,0.79,12.5,0.0,3.94,11.31,93.86,2.075,grass,409,0.36,0.3591,0.3479,0.6,355.41,4.39,2.3,5.35,1.83,9.3,86.21,2.15,324,2017,689,0.3605,0.36,0.3591,0.3479,12.5,2.3
2017-11-21,0.3605,0.1,465.18,0.65,3.8,0.0,9.82,12.03,92.68,2.0,grass,409,0.3605,0.359,0.3474,0.1,413.48,0.79,12.5,0.0,3.94,11.31,93.86,2.075,325,2017,690,0.3605,0.3605,0.359,0.3474,3.8,12.5
2017-11-22,0.3605,0.58,563.01,3.94,0.0,4.18,9.42,13.13,74.87,1.925,grass,409,0.3605,0.36,0.3465,0.1,465.18,0.65,3.8,0.0,9.82,12.03,92.68,2.0,326,2017,691,0.3605,0.3605,0.36,0.3465,0.0,3.8
2017-11-23,0.3607,0.29,595.65,1.82,10.0,1.51,6.63,15.0,72.34,1.85,grass,409,0.3605,0.3605,0.3457,0.58,563.01,3.94,0.0,4.18,9.42,13.13,74.87,1.925,327,2017,692,0.3607,0.3605,0.3605,0.3457,10.0,0.0
2017-11-24,0.3613,0.3,184.97,2.25,3.4,1.68,3.83,9.32,92.66,1.775,grass,409,0.3607,0.3605,0.3451,0.29,595.65,1.82,10.0,1.51,6.63,15.0,72.34,1.85,328,2017,693,0.3613,0.3607,0.3605,0.3451,3.4,10.0
2017-11-25,0.362,0.38,243.68,3.14,0.6,1.9,-0.25,6.81,91.05,1.7,grass,409,0.3613,0.3605,0.3443,0.3,184.97,2.25,3.4,1.68,3.83,9.32,92.66,1.775,329,2017,694,0.362,0.3613,0.3605,0.3443,0.6,3.4
2017-11-26,0.3626,0.34,428.53,2.86,0.9,2.57,1.93,6.96,87.21,1.5,grass,409,0.362,0.3607,0.3432,0.38,243.68,3.14,0.6,1.9,-0.25,6.81,91.05,1.7,330,2017,695,0.3626,0.362,0.3607,0.3432,0.9,0.6
2017-11-27,0.3626,0.1,555.54,0.69,13.4,0.02,3.24,8.29,91.79,1.3,grass,409,0.3626,0.3613,0.3426,0.34,428.53,2.86,0.9,2.57,1.93,6.96,87.21,1.5,331,2017,696,0.3626,0.3626,0.3613,0.3426,13.4,0.9
2017-11-28,0.3627,0.45,368.77,3.08,0.6,3.19,-0.09,7.44,91.1,1.1,grass,409,0.3626,0.362,0.34,0.1,555.54,0.69,13.4,0.02,3.24,8.29,91.79,1.3,332,2017,697,0.3627,0.3626,0.362,0.34,0.6,13.4
2017-11-29,0.3632,0.18,167.42,1.33,0.3,0.0,-1.16,3.05,96.27,0.9,grass,409,0.3627,0.3626,0.342,0.45,368.77,3.08,0.6,3.19,-0.09,7.44,91.1,1.1,333,2017,698,0.3632,0.3627,0.3626,0.342,0.3,0.6
2017-11-30,0.363,0.26,198.23,2.25,0.0,1.08,0.05,5.03,94.37,0.7,grass,409,0.3632,0.3626,0.3424,0.18,167.42,1.33,0.3,0.0,-1.16,3.05,96.27,0.9,334,2017,699,0.363,0.3632,0.3626,0.3424,0.0,0.3
2017-12-01,0.3631,0.22,159.96,2.0,0.0,1.31,-3.33,3.89,94.61,0.5,grass,409,0.363,0.3627,0.3495,0.26,198.23,2.25,0.0,1.08,0.05,5.03,94.37,0.7,335,2017,700,0.3631,0.363,0.3627,0.3495,0.0,0.0
2017-12-02,0.3631,0.1,203.65,1.11,1.1,0.0,-2.36,-0.31,98.26,0.3,grass,409,0.3631,0.3632,0.3556,0.22,159.96,2.0,0.0,1.31,-3.33,3.89,94.61,0.5,336,2017,701,0.3631,0.3631,0.3632,0.3556,1.1,0.0
2017-12-03,0.3629,0.11,337.06,0.82,2.2,0.0,-0.6,4.52,97.11,0.1,grass,409,0.3631,0.363,0.3557,0.1,203.65,1.11,1.1,0.0,-2.36,-0.31,98.26,0.3,337,2017,702,0.3629,0.3631,0.363,0.3557,2.2,1.1
2017-12-04,0.3632,0.26,279.8,2.08,0.1,1.83,2.4,9.15,93.6,0.3125,grass,409,0.3629,0.3631,0.3557,0.11,337.06,0.82,2.2,0.0,-0.6,4.52,97.11,0.1,338,2017,703,0.3632,0.3629,0.3631,0.3557,0.1,2.2
2017-12-05,0.3632,0.1,364.23,0.77,0.0,0.0,3.23,7.35,87.39,0.525,grass,409,0.3632,0.3631,0.3554,0.26,279.8,2.08,0.1,1.83,2.4,9.15,93.6,0.3125,339,2017,704,0.3632,0.3632,0.3631,0.3554,0.0,0.1
2017-12-06,0.3627,0.17,449.9,1.23,0.0,0.0,6.34,8.61,79.84,0.7375,grass,409,0.3632,0.3629,0.3508,0.1,364.23,0.77,0.0,0.0,3.23,7.35,87.39,0.525,340,2017,705,0.3627,0.3632,0.3629,0.3508,0.0,0.0
2017-12-07,0.3625,0.1,652.44,0.84,8.1,0.49,3.55,7.01,83.98,0.95,grass,409,0.3627,0.3632,0.3491,0.17,449.9,1.23,0.0,0.0,6.34,8.61,79.84,0.7375,341,2017,706,0.3625,0.3627,0.3632,0.3491,8.1,0.0
2017-12-08,0.3638,0.09,445.48,1.31,20.6,1.19,-0.03,4.96,89.42,1.1625,grass,409,0.3625,0.3632,0.3543,0.1,652.44,0.84,8.1,0.49,3.55,7.01,83.98,0.95,342,2017,707,0.3638,0.3625,0.3632,0.3543,20.6,8.1
2017-12-09,0.3642,0.2,482.0,1.75,8.4,1.27,-0.08,2.84,90.22,1.375,grass,409,0.3638,0.3627,0.3552,0.09,445.48,1.31,20.6,1.19,-0.03,4.96,89.42,1.1625,343,2017,708,0.3642,0.3638,0.3627,0.3552,8.4,20.6
2017-12-10,0.3642,0.09,547.42,0.58,15.9,0.0,-0.12,5.3,91.25,1.5875,grass,409,0.3642,0.3625,0.3545,0.2,482.0,1.75,8.4,1.27,-0.08,2.84,90.22,1.375,344,2017,709,0.3642,0.3642,0.3625,0.3545,15.9,8.4
2017-12-11,0.3643,0.09,398.03,0.61,10.1,0.0,-2.49,1.23,93.17,1.8,grass,409,0.3642,0.3638,0.3514,0.09,547.42,0.58,15.9,0.0,-0.12,5.3,91.25,1.5875,345,2017,710,0.3643,0.3642,0.3638,0.3514,10.1,15.9
2017-12-12,0.3646,0.3,387.48,2.6,1.7,2.9,0.23,2.29,92.3,1.6125,grass,409,0.3643,0.3642,0.3501,0.09,398.03,0.61,10.1,0.0,-2.49,1.23,93.17,1.8,346,2017,711,0.3646,0.3643,0.3642,0.3501,1.7,10.1
2017-12-13,0.3648,0.1,597.56,0.57,12.4,0.04,0.5,6.73,90.03,1.425,grass,409,0.3646,0.3642,0.3512,0.3,387.48,2.6,1.7,2.9,0.23,2.29,92.3,1.6125,347,2017,712,0.3648,0.3646,0.3642,0.3512,12.4,1.7
2017-12-14,0.3644,0.17,472.35,1.52,4.1,1.07,0.73,5.21,89.01,1.2375,grass,409,0.3648,0.3643,0.3516,0.1,597.56,0.57,12.4,0.04,0.5,6.73,90.03,1.425,348,2017,713,0.3644,0.3648,0.3643,0.3516,4.1,12.4
2017-12-15,0.3646,0.14,224.12,1.21,0.3,0.41,0.93,4.84,90.83,1.05,grass,409,0.3644,0.3646,0.3562,0.17,472.35,1.52,4.1,1.07,0.73,5.21,89.01,1.2375,349,2017,714,0.3646,0.3644,0.3646,0.3562,0.3,4.1
2017-12-16,0.3651,0.36,238.83,3.07,2.7,4.35,-0.82,5.89,92.76,0.8625,grass,409,0.3646,0.3648,0.3579,0.14,224.12,1.21,0.3,0.41,0.93,4.84,90.83,1.05,350,2017,715,0.3651,0.3646,0.3648,0.3579,2.7,0.3
2017-12-17,0.3655,0.48,321.26,3.85,10.0,5.31,-2.04,4.83,94.26,0.675,grass,409,0.3651,0.3644,0.358,0.36,238.83,3.07,2.7,4.35,-0.82,5.89,92.76,0.8625,351,2017,716,0.3655,0.3651,0.3644,0.358,10.0,2.7
